,psi,psi,psi,psi,psi,kg,N,C,C,C,C,,s
P_INJECTOR,P_COMB_CHMBR,P_N2O_FLOW,P_N2_FLOW,P_RUN_TANK,L_RUN_TANK,L_THRUST,T_RUN_TANK,T_INJECTOR,T_COMB_CHMBR,T_POST_COMB,timestamp,seconds
98.8,-27.2,446.1,531.7,485.0,-0.4,32.8,20.9,18.0,40.4,-273.1,2025-02-08 11:30:49.978112,2662.609889
98.7,-27.5,445.3,531.3,484.8,-0.4,29.6,20.0,17.8,40.7,-273.1,2025-02-08 11:30:49.980269,2662.612046
97.6,-27.3,446.2,531.2,485.2,-0.4,25.6,20.9,17.8,40.9,-273.1,2025-02-08 11:30:49.982401,2662.614178
95.2,-27.5,445.5,530.0,484.5,-0.3,30.8,20.6,17.6,41.0,-273.1,2025-02-08 11:30:49.984553,2662.61633
98.1,-26.8,444.4,529.1,483.9,-0.5,31.2,20.2,17.0,39.6,-273.1,2025-02-08 11:30:49.987172,2662.618949
98.1,-26.2,444.3,530.2,484.4,-0.5,30.2,20.7,17.0,39.4,-273.1,2025-02-08 11:30:49.989631,2662.621408
98.2,-27.4,445.7,530.5,484.1,-0.4,26.0,20.4,17.0,40.9,-273.1,2025-02-08 11:30:49.991349,2662.623126
96.3,-26.1,444.7,530.7,483.7,-0.4,29.3,20.3,17.5,40.7,-273.1,2025-02-08 11:30:49.993486,2662.625263
99.2,-27.0,445.2,529.6,484.1,-0.4,29.1,20.7,17.8,41.1,-273.1,2025-02-08 11:30:49.995631,2662.627408
97.3,-27.2,444.1,529.8,483.9,-0.5,31.0,20.8,17.4,41.0,-273.1,2025-02-08 11:30:49.997554,2662.629331
97.9,-26.5,445.2,529.8,483.6,-0.4,26.2,20.8,17.8,41.4,-273.1,2025-02-08 11:30:49.999734,2662.631511
96.8,-24.8,444.2,530.1,483.7,-0.4,28.0,20.2,17.3,40.4,-273.1,2025-02-08 11:30:50.001855,2662.633632
97.7,-27.3,445.9,530.1,483.7,-0.4,25.5,20.4,17.1,41.4,-273.1,2025-02-08 11:30:50.004259,2662.636036
97.6,-26.9,443.7,529.8,483.6,-0.4,26.9,20.4,17.0,41.1,-273.1,2025-02-08 11:30:50.006646,2662.638423
96.2,-25.9,445.4,530.6,483.7,-0.4,25.0,19.8,16.9,40.6,-273.1,2025-02-08 11:30:50.008599,2662.640376
97.1,-25.9,445.4,529.6,483.3,-0.4,25.9,20.1,17.5,41.1,-273.1,2025-02-08 11:30:50.010972,2662.642749
97.9,-27.1,443.9,529.5,483.5,-0.4,33.1,20.5,17.5,40.1,-273.1,2025-02-08 11:30:50.013174,2662.644951
94.9,-26.9,445.7,529.5,483.3,-0.3,25.4,20.3,17.4,40.9,-273.1,2025-02-08 11:30:50.015336,2662.647113
96.4,-27.9,444.9,530.2,483.5,-0.4,27.2,20.2,16.6,40.6,-273.1,2025-02-08 11:30:50.017561,2662.649338
94.7,-26.3,445.0,530.2,483.3,-0.4,29.4,20.7,17.8,39.8,-273.1,2025-02-08 11:30:50.019759,2662.651536
95.7,-25.4,444.8,530.5,483.2,-0.4,24.1,20.3,17.3,41.4,-273.1,2025-02-08 11:30:50.021707,2662.653484
98.4,-26.5,445.3,530.2,483.0,-0.4,30.3,20.1,17.3,40.7,-273.1,2025-02-08 11:30:50.023852,2662.655629
98.7,-26.6,445.4,529.9,483.5,-0.4,26.5,20.0,17.4,40.4,-273.1,2025-02-08 11:30:50.025944,2662.657721
96.3,-26.6,445.3,529.2,483.2,-0.4,26.0,20.1,17.9,40.2,-273.1,2025-02-08 11:30:50.028098,2662.659875
96.9,-25.7,445.8,529.2,483.5,-0.4,29.4,20.6,16.7,40.7,-273.1,2025-02-08 11:30:50.030420,2662.662197
99.0,-26.6,445.6,529.3,483.1,-0.4,24.3,20.0,17.7,41.1,-273.1,2025-02-08 11:30:50.032597,2662.664374
98.3,-26.1,443.5,529.9,483.3,-0.4,29.7,20.0,16.3,39.7,-273.1,2025-02-08 11:30:50.035045,2662.666822
97.4,-27.6,445.1,530.1,483.2,-0.4,29.6,20.6,17.2,40.3,-273.1,2025-02-08 11:30:50.037539,2662.669316
97.2,-27.7,444.6,529.6,483.2,-0.4,25.9,20.3,17.1,40.1,-273.1,2025-02-08 11:30:50.039663,2662.67144
95.9,-27.1,445.4,529.3,483.3,-0.4,25.6,20.4,17.5,40.8,-273.1,2025-02-08 11:30:50.041790,2662.673567
96.8,-26.4,443.7,529.8,482.9,-0.5,24.4,21.1,16.7,39.5,-273.1,2025-02-08 11:30:50.043592,2662.675369
96.7,-26.5,444.8,529.3,482.4,-0.4,23.7,20.6,17.1,40.1,-273.1,2025-02-08 11:30:50.045760,2662.677537
97.0,-26.8,445.3,529.3,482.6,-0.4,24.3,20.4,17.9,40.7,-273.1,2025-02-08 11:30:50.047859,2662.679636
96.0,-27.1,444.2,530.2,483.0,-0.4,29.3,20.0,17.1,40.7,-273.1,2025-02-08 11:30:50.050313,2662.68209
97.2,-26.5,443.6,529.6,482.8,-0.4,30.2,20.2,16.7,40.4,-273.1,2025-02-08 11:30:50.052503,2662.68428
99.6,-27.2,445.8,529.5,483.0,-0.5,28.5,20.7,17.1,40.4,-273.1,2025-02-08 11:30:50.054524,2662.686301
97.3,-26.9,443.5,529.1,482.7,-0.4,28.0,19.9,17.2,40.2,-273.1,2025-02-08 11:30:50.056424,2662.688201
98.7,-27.2,444.4,529.0,482.5,-0.4,21.6,20.5,17.6,41.1,-273.1,2025-02-08 11:30:50.058999,2662.690776
93.9,-26.5,444.1,529.6,483.1,-0.4,26.9,20.0,16.8,40.3,-273.1,2025-02-08 11:30:50.061329,2662.693106
94.6,-27.2,445.3,529.7,482.8,-0.4,24.3,20.1,17.2,41.1,-273.1,2025-02-08 11:30:50.063558,2662.695335
96.1,-26.4,445.6,529.4,483.0,-0.4,23.8,20.3,17.3,40.8,-273.1,2025-02-08 11:30:50.065695,2662.697472
97.7,-27.7,444.9,530.5,483.4,-0.4,20.9,20.6,16.6,40.6,-273.1,2025-02-08 11:30:50.067713,2662.69949
96.4,-25.6,445.0,529.4,483.0,-0.4,25.6,19.7,17.2,40.2,-273.1,2025-02-08 11:30:50.070016,2662.701793
97.4,-26.5,445.8,530.2,483.1,-0.4,26.3,20.2,17.0,41.1,-273.1,2025-02-08 11:30:50.071907,2662.703684
98.9,-27.1,445.6,529.3,483.1,-0.5,21.2,20.4,17.8,41.1,-273.1,2025-02-08 11:30:50.073979,2662.705756
96.3,-26.2,444.9,530.1,483.3,-0.5,22.8,20.7,17.7,40.7,-273.1,2025-02-08 11:30:50.076362,2662.708139
98.7,-28.2,445.8,530.0,483.2,-0.4,28.8,20.7,16.6,40.7,-273.1,2025-02-08 11:30:50.078388,2662.710165
97.2,-26.8,445.1,529.6,483.2,-0.5,20.6,20.4,17.4,40.8,-273.1,2025-02-08 11:30:50.080633,2662.71241
96.8,-26.9,445.8,529.6,483.3,-0.3,26.8,20.9,17.3,40.8,-273.1,2025-02-08 11:30:50.083048,2662.714825
96.2,-25.8,445.8,528.6,483.6,-0.4,31.0,20.2,17.0,41.4,-273.1,2025-02-08 11:30:50.085468,2662.717245
96.0,-26.6,446.1,529.1,483.2,-0.4,26.0,20.6,17.4,39.8,-273.1,2025-02-08 11:30:50.087373,2662.71915
96.0,-26.9,444.6,528.9,483.1,-0.4,31.3,20.0,17.8,40.4,-273.1,2025-02-08 11:30:50.089684,2662.721461
95.7,-26.8,443.8,529.0,483.0,-0.5,30.2,20.3,17.8,40.5,-273.1,2025-02-08 11:30:50.091751,2662.723528
97.9,-27.4,444.9,529.7,482.6,-0.4,25.7,19.9,16.9,40.5,-273.1,2025-02-08 11:30:50.093736,2662.725513
97.5,-27.3,446.6,529.5,483.0,-0.5,26.2,19.4,17.8,40.9,-273.1,2025-02-08 11:30:50.095825,2662.727602
97.7,-26.3,444.8,529.4,482.9,-0.4,31.6,21.1,18.1,41.7,-273.1,2025-02-08 11:30:50.097984,2662.729761
99.7,-26.6,446.5,529.5,482.9,-0.5,23.4,20.4,16.9,40.7,-273.1,2025-02-08 11:30:50.100479,2662.732256
95.0,-28.0,445.9,529.3,482.8,-0.5,27.7,21.0,17.1,40.5,-273.1,2025-02-08 11:30:50.102555,2662.734332
95.2,-26.6,445.7,529.6,482.6,-0.4,22.5,20.5,16.8,41.0,-273.1,2025-02-08 11:30:50.104615,2662.736392
98.0,-25.5,445.3,528.9,482.4,-0.4,25.9,20.4,16.9,40.3,-273.1,2025-02-08 11:30:50.107004,2662.738781
96.6,-27.4,445.9,530.0,483.1,-0.4,28.2,21.1,17.3,40.0,-273.1,2025-02-08 11:30:50.109446,2662.741223
95.7,-26.6,445.2,530.1,482.4,-0.5,26.8,20.2,17.4,40.7,-273.1,2025-02-08 11:30:50.111611,2662.743388
96.7,-26.6,445.3,529.3,483.0,-0.4,26.9,19.4,18.0,40.4,-273.1,2025-02-08 11:30:50.113706,2662.745483
99.6,-27.4,444.3,528.6,482.6,-0.4,26.2,20.7,17.4,40.7,-273.1,2025-02-08 11:30:50.115791,2662.747568
96.5,-25.9,445.5,528.8,482.4,-0.4,30.2,21.0,16.8,40.7,-273.1,2025-02-08 11:30:50.117833,2662.74961
94.8,-26.9,445.7,528.8,482.3,-0.3,26.2,20.4,17.4,41.7,-273.1,2025-02-08 11:30:50.119901,2662.751678
96.0,-27.0,445.3,529.8,482.5,-0.3,29.7,19.6,17.7,40.8,-273.1,2025-02-08 11:30:50.122330,2662.754107
95.0,-26.8,445.4,529.0,482.5,-0.4,22.1,20.3,17.1,41.1,-273.1,2025-02-08 11:30:50.124494,2662.756271
95.2,-27.0,444.3,529.5,483.0,-0.5,28.4,21.5,17.3,40.6,-273.1,2025-02-08 11:30:50.126575,2662.758352
96.1,-26.3,446.5,528.7,482.3,-0.4,24.1,20.1,17.8,40.9,-273.1,2025-02-08 11:30:50.128655,2662.760432
95.3,-27.1,445.1,528.4,482.4,-0.4,23.4,20.6,17.3,41.1,-273.1,2025-02-08 11:30:50.131041,2662.762818
95.4,-27.4,446.3,529.3,482.6,-0.4,24.3,20.8,17.1,40.4,-273.1,2025-02-08 11:30:50.133721,2662.765498
98.2,-26.9,445.6,529.0,482.3,-0.5,23.2,19.6,17.9,40.7,-273.1,2025-02-08 11:30:50.135506,2662.767283
97.1,-26.9,445.3,527.5,482.5,-0.4,22.9,19.5,17.1,41.3,-273.1,2025-02-08 11:30:50.137972,2662.769749
96.6,-26.6,446.3,529.1,482.5,-0.3,26.8,20.6,17.4,41.1,-273.1,2025-02-08 11:30:50.139749,2662.771526
96.8,-26.3,444.7,529.0,482.2,-0.4,27.5,20.0,17.0,40.3,-273.1,2025-02-08 11:30:50.142134,2662.773911
96.3,-28.9,445.8,528.9,482.3,-0.3,23.4,20.3,18.3,41.3,-273.1,2025-02-08 11:30:50.144242,2662.776019
95.8,-26.9,445.1,529.4,482.0,-0.4,26.8,20.2,17.3,40.6,-273.1,2025-02-08 11:30:50.146634,2662.778411
96.6,-26.9,444.4,527.6,482.1,-0.4,28.8,21.3,17.6,41.1,-273.1,2025-02-08 11:30:50.148361,2662.780138
95.7,-26.1,444.6,529.3,482.0,-0.4,29.6,19.5,17.1,39.9,-273.1,2025-02-08 11:30:50.150854,2662.782631
95.6,-28.1,445.1,528.3,481.5,-0.5,25.7,20.7,17.1,41.3,-273.1,2025-02-08 11:30:50.152459,2662.784236
97.7,-27.2,444.8,528.3,481.3,-0.4,28.0,20.0,17.1,39.7,-273.1,2025-02-08 11:30:50.155598,2662.787375
95.4,-26.8,443.1,528.1,481.3,-0.3,28.0,19.7,17.1,40.7,-273.1,2025-02-08 11:30:50.157444,2662.789221
97.0,-27.5,445.8,528.3,481.2,-0.4,29.4,20.5,16.8,41.1,-273.1,2025-02-08 11:30:50.159870,2662.791647
93.9,-25.6,443.5,528.6,481.4,-0.5,28.4,19.6,17.8,40.7,-273.1,2025-02-08 11:30:50.161547,2662.793324
98.5,-26.7,444.0,528.2,481.2,-0.5,25.3,20.1,16.6,40.3,-273.1,2025-02-08 11:30:50.164126,2662.795903
97.2,-27.3,445.5,527.5,481.0,-0.4,23.7,20.6,17.6,41.3,-273.1,2025-02-08 11:30:50.165801,2662.797578
97.0,-26.5,444.4,527.1,481.5,-0.3,26.3,19.7,17.1,41.1,-273.1,2025-02-08 11:30:50.168478,2662.800255
98.6,-26.9,445.0,527.4,481.2,-0.4,30.5,20.8,17.0,41.6,-273.1,2025-02-08 11:30:50.170119,2662.801896
95.1,-26.5,445.1,527.7,481.5,-0.4,25.2,20.1,17.1,40.9,-273.1,2025-02-08 11:30:50.172723,2662.8045
96.6,-26.4,446.3,527.6,480.9,-0.4,23.5,20.1,17.1,41.1,-273.1,2025-02-08 11:30:50.174426,2662.806203
97.4,-26.6,445.7,527.1,480.9,-0.3,25.7,20.9,17.3,41.5,-273.1,2025-02-08 11:30:50.176965,2662.808742
95.2,-27.6,444.8,527.8,480.7,-0.4,24.3,20.6,17.1,40.7,-273.1,2025-02-08 11:30:50.179545,2662.811322
96.2,-28.0,444.4,527.3,481.0,-0.4,24.3,20.5,17.7,41.1,-273.1,2025-02-08 11:30:50.181452,2662.813229
93.8,-27.4,445.7,526.9,480.4,-0.4,24.8,20.2,17.9,40.9,-273.1,2025-02-08 11:30:50.183867,2662.815644
94.9,-26.1,444.1,527.2,480.9,-0.4,25.6,20.6,17.6,41.7,-273.1,2025-02-08 11:30:50.185577,2662.817354
96.9,-27.6,443.1,528.0,480.6,-0.5,28.7,20.1,17.4,40.5,-273.1,2025-02-08 11:30:50.188202,2662.819979
96.0,-27.3,444.9,526.9,480.5,-0.5,27.7,20.3,17.1,41.0,-273.1,2025-02-08 11:30:50.189808,2662.821585
94.8,-25.1,445.4,526.9,480.4,-0.4,26.6,19.6,16.8,40.1,-273.1,2025-02-08 11:30:50.192010,2662.823787
94.3,-26.0,444.2,527.0,480.8,-0.4,23.5,20.0,17.5,40.1,-273.1,2025-02-08 11:30:50.194118,2662.825895
97.2,-27.7,444.8,527.2,480.6,-0.4,28.7,20.7,16.7,40.4,-273.1,2025-02-08 11:30:50.196309,2662.828086
95.2,-27.0,444.7,527.0,480.6,-0.5,31.8,19.6,17.6,40.1,-273.1,2025-02-08 11:30:50.198515,2662.830292
96.3,-26.2,445.3,526.6,480.6,-0.5,26.0,20.2,16.9,41.1,-273.1,2025-02-08 11:30:50.201001,2662.832778
95.6,-25.3,445.8,527.0,480.3,-0.4,24.7,19.8,17.5,40.7,-273.1,2025-02-08 11:30:50.203561,2662.835338
97.5,-27.4,444.6,526.6,480.3,-0.4,28.4,20.0,17.1,40.4,-273.1,2025-02-08 11:30:50.205341,2662.837118
95.2,-26.9,444.6,526.9,480.5,-0.3,22.3,19.0,16.9,41.1,-273.1,2025-02-08 11:30:50.207820,2662.839597
95.6,-27.8,444.5,527.0,480.5,-0.5,18.5,20.3,17.4,40.4,-273.1,2025-02-08 11:30:50.209631,2662.841408
96.8,-27.6,445.3,526.1,481.2,-0.5,21.6,20.6,16.8,41.4,-273.1,2025-02-08 11:30:50.212196,2662.843973
94.4,-27.1,444.6,526.8,480.2,-0.4,23.4,20.0,17.4,40.5,-273.1,2025-02-08 11:30:50.213834,2662.845611
95.7,-26.5,444.7,527.1,480.4,-0.4,21.9,20.3,16.7,40.8,-273.1,2025-02-08 11:30:50.216268,2662.848045
100.2,-28.1,445.0,526.4,480.2,-0.3,30.3,19.8,16.4,40.4,-273.1,2025-02-08 11:30:50.218225,2662.850002
98.2,-26.4,445.9,526.4,480.1,-0.3,22.7,20.7,16.1,40.3,-273.1,2025-02-08 11:30:50.220713,2662.85249
93.4,-26.0,445.1,525.9,480.8,-0.4,28.0,20.3,16.7,40.1,-273.1,2025-02-08 11:30:50.222545,2662.854322
95.7,-27.4,445.2,527.0,479.8,-0.5,19.0,20.0,17.6,41.2,-273.1,2025-02-08 11:30:50.224928,2662.856705
95.2,-25.9,445.1,527.5,479.9,-0.4,29.0,20.2,17.9,40.4,-273.1,2025-02-08 11:30:50.227377,2662.859154
97.4,-26.1,444.7,526.9,480.1,-0.4,24.1,19.9,17.3,41.2,-273.1,2025-02-08 11:30:50.229780,2662.861557
96.2,-27.3,445.3,527.7,480.7,-0.3,24.6,20.6,16.7,40.4,-273.1,2025-02-08 11:30:50.231406,2662.863183
95.5,-27.1,444.9,526.7,480.6,-0.4,25.6,19.9,16.7,41.3,-273.1,2025-02-08 11:30:50.234021,2662.865798
96.5,-27.7,445.4,526.9,480.8,-0.4,25.7,21.0,17.6,41.5,-273.1,2025-02-08 11:30:50.235625,2662.867402
94.6,-27.6,444.9,528.0,480.6,-0.4,28.0,20.2,17.1,40.2,-273.1,2025-02-08 11:30:50.237969,2662.869746
96.8,-27.6,444.7,527.6,480.3,-0.4,21.8,20.4,17.2,41.2,-273.1,2025-02-08 11:30:50.240486,2662.872263
94.3,-26.9,444.6,526.9,480.6,-0.3,23.8,19.6,17.2,41.0,-273.1,2025-02-08 11:30:50.242118,2662.873895
97.4,-28.1,447.2,527.3,480.8,-0.4,26.5,20.0,17.0,40.4,-273.1,2025-02-08 11:30:50.244728,2662.876505
94.2,-27.1,444.7,527.8,480.6,-0.4,26.2,20.2,17.5,41.1,-273.1,2025-02-08 11:30:50.246480,2662.878257
95.7,-27.1,443.6,527.5,480.4,-0.3,27.8,20.7,17.0,40.9,-273.1,2025-02-08 11:30:50.248549,2662.880326
95.1,-25.9,446.4,527.3,481.0,-0.4,27.8,20.7,16.2,40.2,-273.1,2025-02-08 11:30:50.251296,2662.883073
95.6,-26.2,447.0,527.4,480.8,-0.4,27.2,20.1,17.7,41.1,-273.1,2025-02-08 11:30:50.253374,2662.885151
95.0,-27.0,445.4,528.0,480.2,-0.3,22.4,20.0,17.3,40.5,-273.1,2025-02-08 11:30:50.255895,2662.887672
96.5,-27.0,445.2,526.9,480.8,-0.4,21.8,21.1,17.2,40.8,-273.1,2025-02-08 11:30:50.257676,2662.889453
96.9,-27.5,447.1,526.9,480.8,-0.3,22.8,20.0,17.4,41.5,-273.1,2025-02-08 11:30:50.260149,2662.891926
95.6,-26.8,444.7,526.4,480.0,-0.5,24.0,20.0,17.8,41.7,-273.1,2025-02-08 11:30:50.261763,2662.89354
94.2,-27.0,445.3,526.8,480.7,-0.3,27.2,20.3,18.1,40.9,-273.1,2025-02-08 11:30:50.264453,2662.89623
97.9,-27.6,445.0,526.6,480.5,-0.3,26.2,20.4,16.8,40.5,-273.1,2025-02-08 11:30:50.266221,2662.897998
97.7,-26.5,444.0,527.1,480.5,-0.3,28.7,20.5,17.1,41.4,-273.1,2025-02-08 11:30:50.268758,2662.900535
94.8,-28.2,445.8,527.1,480.6,-0.3,22.2,20.7,17.4,40.8,-273.1,2025-02-08 11:30:50.270393,2662.90217
95.8,-26.5,445.6,526.0,480.1,-0.5,24.6,20.5,17.6,41.4,-273.1,2025-02-08 11:30:50.272879,2662.904656
95.7,-27.4,444.6,527.9,480.2,-0.4,25.6,20.9,17.8,40.7,-273.1,2025-02-08 11:30:50.275418,2662.907195
94.6,-26.6,445.8,526.9,480.5,-0.4,28.2,20.1,17.1,40.4,-273.1,2025-02-08 11:30:50.277768,2662.909545
95.4,-25.9,444.0,525.9,480.1,-0.4,25.7,19.8,17.2,40.5,-273.1,2025-02-08 11:30:50.279414,2662.911191
96.6,-26.3,445.8,526.8,480.3,-0.3,26.2,20.7,18.0,40.4,-273.1,2025-02-08 11:30:50.281952,2662.913729
96.2,-26.8,445.0,527.5,480.0,-0.4,28.1,20.8,17.8,42.1,-273.1,2025-02-08 11:30:50.283642,2662.915419
95.6,-26.2,444.4,526.5,480.6,-0.3,23.5,20.0,16.6,41.2,-273.1,2025-02-08 11:30:50.286013,2662.91779
97.2,-27.4,444.6,527.2,480.1,-0.4,22.5,20.3,18.1,41.1,-273.1,2025-02-08 11:30:50.288513,2662.92029
95.7,-26.4,445.0,525.9,480.2,-0.5,23.4,20.7,17.1,41.3,-273.1,2025-02-08 11:30:50.290089,2662.921866
96.9,-27.9,446.0,526.6,480.6,-0.4,24.6,20.0,17.1,40.7,-273.1,2025-02-08 11:30:50.292732,2662.924509
93.9,-27.3,446.0,526.7,480.1,-0.4,22.8,20.7,18.0,39.7,-273.1,2025-02-08 11:30:50.294464,2662.926241
96.5,-26.8,445.6,526.6,479.8,-0.3,26.6,20.4,17.8,41.4,-273.1,2025-02-08 11:30:50.296806,2662.928583
95.2,-27.4,445.0,526.8,480.1,-0.3,27.5,20.2,16.8,42.0,-273.1,2025-02-08 11:30:50.299484,2662.931261
95.3,-27.3,445.9,526.9,480.3,-0.4,25.7,20.4,17.7,40.9,-273.1,2025-02-08 11:30:50.301282,2662.933059
93.9,-27.0,445.0,527.3,479.9,-0.3,25.2,20.4,17.8,40.8,-273.1,2025-02-08 11:30:50.303856,2662.935633
94.8,-26.1,444.9,526.1,479.7,-0.5,30.2,20.6,17.8,40.7,-273.1,2025-02-08 11:30:50.305558,2662.937335
96.6,-26.9,445.4,527.1,479.5,-0.3,20.1,19.4,16.8,40.8,-273.1,2025-02-08 11:30:50.308120,2662.939897
99.0,-26.9,445.9,525.9,479.4,-0.4,22.4,20.9,16.7,40.7,-273.1,2025-02-08 11:30:50.309780,2662.941557
95.9,-27.3,445.4,525.6,479.7,-0.4,26.3,20.9,17.8,40.7,-273.1,2025-02-08 11:30:50.312530,2662.944307
95.6,-26.6,444.4,525.8,479.0,-0.4,28.4,19.7,16.3,40.2,-273.1,2025-02-08 11:30:50.314060,2662.945837
97.0,-28.0,445.3,525.6,479.1,-0.3,31.5,20.3,17.4,41.0,-273.1,2025-02-08 11:30:50.316748,2662.948525
96.7,-25.9,443.4,525.0,479.3,-0.4,28.8,20.3,17.6,40.5,-273.1,2025-02-08 11:30:50.318366,2662.950143
96.1,-27.1,444.1,525.9,478.7,-0.3,26.6,19.8,17.4,41.2,-273.1,2025-02-08 11:30:50.320832,2662.952609
97.9,-27.1,444.2,525.4,478.6,-0.5,24.9,20.4,18.2,41.0,-273.1,2025-02-08 11:30:50.323318,2662.955095
95.6,-27.3,444.0,525.4,478.8,-0.4,22.7,20.4,16.8,41.9,-273.1,2025-02-08 11:30:50.325699,2662.957476
93.4,-26.5,443.2,526.0,478.7,-0.4,23.3,20.4,17.4,40.3,-273.1,2025-02-08 11:30:50.327570,2662.959347
94.8,-27.8,444.5,525.9,479.0,-0.4,23.1,20.4,16.7,40.6,-273.1,2025-02-08 11:30:50.329941,2662.961718
95.7,-26.2,444.9,524.6,478.8,-0.4,17.2,20.7,17.1,41.2,-273.1,2025-02-08 11:30:50.331672,2662.963449
97.0,-27.1,444.7,526.1,478.2,-0.4,26.6,19.9,16.7,40.6,-273.1,2025-02-08 11:30:50.334060,2662.965837
95.0,-27.2,444.1,524.4,478.1,-0.4,25.9,19.7,17.2,41.1,-273.1,2025-02-08 11:30:50.336618,2662.968395
94.5,-27.1,445.1,525.1,478.2,-0.3,23.8,20.3,17.4,41.1,-273.1,2025-02-08 11:30:50.338052,2662.969829
96.8,-26.3,445.5,524.9,478.3,-0.5,17.8,20.1,16.8,40.4,-273.1,2025-02-08 11:30:50.340411,2662.972188
97.9,-27.7,445.6,524.6,478.2,-0.5,21.5,19.7,17.8,40.7,-273.1,2025-02-08 11:30:50.342809,2662.974586
95.2,-25.6,445.4,525.4,478.3,-0.3,23.8,19.7,17.1,41.4,-273.1,2025-02-08 11:30:50.344388,2662.976165
93.6,-26.9,444.6,524.9,478.3,-0.3,23.7,20.2,17.8,40.7,-273.1,2025-02-08 11:30:50.347722,2662.979499
95.9,-26.6,444.1,525.3,478.8,-0.3,23.1,19.6,16.9,40.7,-273.1,2025-02-08 11:30:50.349240,2662.981017
96.5,-26.9,445.5,524.9,478.3,-0.4,22.6,20.4,16.3,40.8,-273.1,2025-02-08 11:30:50.351512,2662.983289
95.5,-25.6,445.6,525.8,478.3,-0.3,29.4,18.9,18.4,40.7,-273.1,2025-02-08 11:30:50.353940,2662.985717
94.1,-26.9,445.1,524.3,478.6,-0.3,21.6,19.7,17.4,40.6,-273.1,2025-02-08 11:30:50.355638,2662.987415
97.7,-28.4,444.6,524.3,478.1,-0.4,21.0,19.8,16.8,41.0,-273.1,2025-02-08 11:30:50.357858,2662.989635
92.9,-25.8,444.4,525.0,478.2,-0.4,27.8,20.9,17.6,40.9,-273.1,2025-02-08 11:30:50.360507,2662.992284
96.2,-27.0,444.4,525.4,478.2,-0.3,26.2,20.4,16.3,41.0,-273.1,2025-02-08 11:30:50.362200,2662.993977
95.7,-27.3,444.0,524.8,478.1,-0.4,25.7,20.4,16.8,41.0,-273.1,2025-02-08 11:30:50.364687,2662.996464
95.6,-26.9,444.5,525.1,478.1,-0.4,21.0,20.0,17.1,41.6,-273.1,2025-02-08 11:30:50.366494,2662.998271
94.4,-26.6,445.2,524.8,477.9,-0.6,22.1,19.8,17.2,41.1,-273.1,2025-02-08 11:30:50.368704,2663.000481
97.2,-25.9,445.4,525.1,477.6,-0.5,28.8,20.3,17.0,40.1,-273.1,2025-02-08 11:30:50.371635,2663.003412
95.0,-26.4,445.4,525.0,478.4,-0.4,23.1,21.3,17.4,41.1,-273.1,2025-02-08 11:30:50.373282,2663.005059
92.9,-26.3,444.5,525.3,478.1,-0.5,27.7,20.9,16.9,40.7,-273.1,2025-02-08 11:30:50.375529,2663.007306
95.5,-26.7,444.1,524.9,478.1,-0.4,26.8,19.6,17.1,40.5,-273.1,2025-02-08 11:30:50.378012,2663.009789
95.4,-27.5,444.1,525.0,477.7,-0.4,26.2,19.3,17.3,41.2,-273.1,2025-02-08 11:30:50.379648,2663.011425
95.2,-26.8,445.0,524.7,477.6,-0.3,24.9,19.9,17.9,41.6,-273.1,2025-02-08 11:30:50.382185,2663.013962
94.3,-26.2,443.0,524.8,477.8,-0.5,24.6,20.6,16.8,40.8,-273.1,2025-02-08 11:30:50.384134,2663.015911
94.5,-26.7,444.9,524.5,477.6,-0.4,20.7,20.9,17.1,41.1,-273.1,2025-02-08 11:30:50.386552,2663.018329
95.6,-26.9,445.3,524.6,477.8,-0.3,22.5,20.1,17.4,40.7,-273.1,2025-02-08 11:30:50.388250,2663.020027
93.9,-26.3,444.2,525.0,478.0,-0.5,21.9,20.2,16.8,40.7,-273.1,2025-02-08 11:30:50.390867,2663.022644
96.7,-26.5,445.3,524.7,477.2,-0.4,21.0,19.6,16.9,41.0,-273.1,2025-02-08 11:30:50.392401,2663.024178
97.2,-28.1,444.4,525.0,478.0,-0.4,20.7,20.5,17.3,41.7,-273.1,2025-02-08 11:30:50.395364,2663.027141
95.7,-26.6,445.4,525.0,478.3,-0.4,21.3,20.5,16.8,41.4,-273.1,2025-02-08 11:30:50.397348,2663.029125
96.0,-26.2,445.4,524.7,478.2,-0.3,18.2,20.4,16.9,40.8,-273.1,2025-02-08 11:30:50.399861,2663.031638
95.8,-27.3,445.6,525.1,478.4,-0.5,19.7,20.7,17.3,40.3,-273.1,2025-02-08 11:30:50.401632,2663.033409
93.3,-26.3,447.0,524.6,478.4,-0.4,24.1,19.6,17.4,41.4,-273.1,2025-02-08 11:30:50.404283,2663.03606
93.2,-26.5,445.8,524.3,478.1,-0.3,22.7,20.7,16.8,40.9,-273.1,2025-02-08 11:30:50.405840,2663.037617
96.1,-26.3,445.4,524.9,478.3,-0.4,22.8,20.1,17.7,40.6,-273.1,2025-02-08 11:30:50.408153,2663.03993
94.5,-26.4,444.5,524.7,478.2,-0.3,24.7,20.2,16.7,41.4,-273.1,2025-02-08 11:30:50.410595,2663.042372
96.4,-27.9,445.1,524.4,478.3,-0.3,24.9,20.1,17.7,40.5,-273.1,2025-02-08 11:30:50.412245,2663.044022
